"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT2G39780",8.453817206,7.911719596,8.941676246,9.597070374,8.132942815,8.298810274,8.903801627,6.556535986,12.5356476,9.597993132,10.26541452,11.46866084,10.13316963,7.228733847,6.978425402,5.781408354,9.450868158,5.702999693,5.722055493,5.060644081,3.750162629,10.70248154,7.809855697,7.42083329,9.435894866,10.68779644,5.44964976,8.524447023,2.68815683,3.430367749,3.918557643,NA
"AT2G23340",1.63962922,1.672256006,1.37269689,1.60081618,1.349803092,2.32383566,1.650537176,2.342097147,4.456718188,3.726521845,1.368627231,5.55842837,0.979465161,1.605341024,1.015354135,0.993577532,0.971768112,1.08071676,1.241324601,1.530496214,1.284102057,3.603203173,5.769795844,3.552367025,4.838161392,3.590744615,7.226714792,5.218540266,7.720564513,1.431363984,4.531864295,NA
"AT2G23300",1.194004016,1.204425678,0.723237494,0.862876374,1.048784439,0.873329708,0.955492883,0.918987829,0.842716599,1.026938405,1.310965435,0.802757211,1.694725085,1.361187797,1.229377155,0.876732152,1.238902844,1.572496469,2.924073413,0.885493822,0.827438398,0.484263982,0.676384998,0.662695793,1.625795424,1.993670861,0.837775421,1.485747235,0.682778133,0.96742687,0.889304295,NA
"AT2G23310",3.675643824,2.465026259,3.852200336,2.165469239,2.499932115,2.281768873,2.597478451,2.070624173,2.527605012,2.093525486,2.236618942,1.50767707,1.040213274,1.549949285,3.59977228,2.928047246,5.774312904,2.09695669,1.604538045,2.39354532,1.360570805,2.86561326,2.79224419,2.339476085,2.687079797,1.369508813,1.937037749,1.997875453,1.247740208,1.147604414,1.230745008,NA
"AT2G23290",1.001283435,1.028942942,1.053655206,0.862491519,0.983993233,0.923617253,0.887781348,0.876459678,1.34360294,1.516092535,1.007791611,1.567243222,1.049123313,1.219468864,0.873580489,0.879067454,0.788711036,0.952962978,0.798619074,0.886020458,1.022812942,0.819065202,0.881959631,0.907945925,0.833341644,0.949783748,0.936073093,0.906399495,1.471434322,0.773281016,1.142294546,NA
"AT2G23350",15.25012203,9.690822475,12.7110604,8.576965982,15.72076048,10.23659797,13.16858655,7.805172805,8.868758623,7.496918768,6.770438941,7.701727689,20.62633159,9.345578292,13.14706088,11.80716635,20.01683753,7.617178762,4.320147032,9.372323495,3.629082898,21.71532035,3.041777777,9.46206034,5.886618349,3.276969364,6.468846191,5.210811302,3.871822847,9.982748084,6.579028269,NA
"AT2G45290",2.768249738,2.616171329,2.460049747,2.7994175,2.374825831,4.218712724,3.536963309,2.353404274,3.739542695,3.438447303,3.543167533,4.628536058,2.309168142,1.597231808,1.615210638,1.910264921,1.760451129,1.174915865,1.721411307,2.449065001,1.74175079,1.451774452,7.560545121,3.584690121,2.658135288,1.972910206,3.613527788,2.748191094,2.704314127,5.940553554,4.007595146,NA
"AT2G40950",1.16948709,1.322014456,1.307390786,1.0813523,1.238602401,1.188496222,1.342432066,1.054127795,1.309126533,1.531566384,1.692681573,1.015247823,1.330754446,1.955694719,1.847102115,1.669841549,2.15858017,1.712884626,2.33714663,1.520180375,1.461979053,3.414008178,2.879594318,2.58519385,1.506780157,1.601249493,1.321952767,1.476660806,1.628274544,2.15906466,1.917761998,NA
"AT2G40840",3.62689003,2.149346844,2.281508922,2.156026664,4.119130237,2.480330755,2.34799011,1.984322168,3.095489165,2.520174995,2.589231821,1.29463584,2.09842859,4.67710578,2.763752301,2.265009433,2.878919957,3.147327512,16.03351193,1.491982087,1.332909589,3.116520013,1.435637194,1.961688932,2.973735938,2.333837203,3.71674041,3.008104517,3.176621696,1.552244026,2.637085785,NA
"AT2G40940",2.596437524,2.730128801,2.595654859,2.308544402,2.985751829,2.757497113,3.013216231,1.7523272,3.252177361,2.747350373,2.649104416,1.399432013,1.646208844,2.97328396,2.875160598,2.48043076,3.734496381,2.410554654,4.200486102,1.860040405,2.222106188,4.429198554,2.817041839,3.156115527,3.09790417,2.392672224,3.740294451,3.076956948,4.093240517,1.59633781,2.755986951,NA
"AT2G40830",1.50112415,1.581137389,1.89089672,1.301988524,1.360607688,1.55055277,1.593457927,1.295629853,1.945881733,1.797317788,2.100687013,2.015901814,0.916499035,2.057491242,1.750313638,1.70018663,2.092627942,1.458126343,2.86041906,1.485532067,1.273090197,1.559794287,2.927121782,1.920002089,1.891273323,1.414871031,2.626169946,1.9774381,2.705430781,1.292216936,2.099030887,NA
"AT2G40890",8.464123886,7.906603405,7.123117315,8.797048767,6.139674451,15.83816997,11.65326443,5.915004221,12.68172411,14.64941386,12.0242361,14.99545488,7.531525467,4.062016466,1.347189627,1.286463347,1.019663467,1.735442066,1.358027261,10.54980453,11.75705066,5.716662993,22.38876123,13.28749163,11.32436864,10.06821551,6.030119617,9.140901256,17.38784152,24.02061292,17.87082813,NA
"AT2G41600",2.278831169,1.709906246,2.124860274,1.175093234,1.894089573,1.413676198,1.722048262,1.129694404,1.197286431,1.210854229,1.420336939,0.966447413,1.473969729,1.827867246,1.699161466,1.32185004,2.562035511,1.213598847,1.288023962,1.473951871,1.294732067,2.786433994,6.275292936,3.452152999,1.527089837,1.40285901,1.619427522,1.516458789,0.847556424,1.144182579,1.063187052,NA
"AT2G41650",6.288964007,3.19934191,4.534652638,1.932570768,5.682735908,3.314601554,4.816754354,2.604893173,2.024942856,1.666448678,1.243051174,2.525394792,8.977450527,2.910356205,3.134286129,4.000482673,3.752763528,1.649612186,2.739557445,2.734936494,1.967310252,6.977545767,0.539282832,3.161379617,1.601968478,1.793330165,2.311597442,1.902298695,1.075835255,0.821728735,0.981431985,NA
"AT2G41540",1.389989548,1.211237572,0.951835461,0.886759911,1.565131478,1.380583939,1.157467837,0.996601628,1.28395074,1.27539809,1.226465509,1.048469638,1.625659053,1.099645656,0.906651236,1.092768502,0.778303771,0.848881435,0.520036392,0.727781908,0.794768932,0.533805973,0.567383228,0.631986044,1.013132708,0.958373951,0.778039279,0.916515313,1.172283597,0.815954503,0.966395928,NA
"AT2G41660",8.925327773,10.30927341,4.897877363,10.61985442,9.149614499,9.77892667,7.400942797,13.15877632,22.52596518,12.9723579,9.660522089,22.62026236,2.182960085,5.393114483,5.375493807,3.348989552,8.36850767,4.408984197,3.932312814,3.469021874,2.43656131,4.192700336,1.784565369,2.804609005,3.968829465,1.123844922,5.747791262,3.613488549,3.243167121,4.440711465,5.675336721,NA
"AT2G41630",8.658561912,9.004559963,8.562977852,8.231338324,7.161057004,12.65256033,10.87589911,9.400802556,17.97724709,12.4424092,5.986705074,25.03545544,6.402052127,9.625343872,5.260020257,4.624027474,4.494300423,6.661732874,14.81248665,4.261299256,3.248058876,8.712521462,11.37145361,7.777344648,11.17728119,10.39050728,9.152010195,10.23993289,15.142208,6.411483882,11.49356422,NA
"AT2G41530",4.376052806,2.701281502,4.951647934,2.481365288,4.553127759,3.135638968,4.431738105,2.424540847,3.327464413,3.050535929,2.752055707,1.876319843,2.750413954,3.67626772,4.096656194,4.489079279,4.391919393,3.40896991,4.875711624,2.369663484,2.978490698,4.518082569,1.097623306,2.864732191,3.727976277,2.382203947,5.384551411,3.831577211,4.415674144,2.164324854,3.710486939,NA
"AT2G41620",2.581889598,1.538068957,1.934777711,1.437637658,2.610898072,2.061787712,2.788301696,1.66201212,1.532022605,1.615079727,1.413209197,1.661090641,3.820941146,3.867716206,1.780562369,1.603150178,1.877854665,1.860682264,3.07849174,1.581457584,1.734799578,5.395055028,0.954159282,2.694671296,1.817920954,1.66354302,2.126157752,1.869207242,2.267717961,1.709089695,2.142326237,NA
"AT2G41560",5.575307617,1.913844007,4.869574913,3.178902664,6.637010474,3.105246596,5.768528226,3.47461605,2.753298357,1.921022143,1.257540322,1.744661103,3.76511874,3.19096909,1.587008758,1.253094999,1.83414245,1.673788825,1.219354381,1.184551539,1.165389799,3.461964156,0.868971413,1.832108456,1.028467556,0.849399042,1.197038485,1.024968361,0.622661905,1.036236955,0.828657059,NA
"AT2G41680",1.621268621,1.193858436,1.382450362,1.055240497,1.744984499,1.445267287,1.56072804,1.053962509,1.79757259,1.306465795,1.093823289,2.154778269,2.625011251,1.954330193,0.714114787,0.709408382,0.74849024,0.684445738,0.948250794,0.768792872,0.958481947,1.388939598,0.671144612,1.006188719,1.021565695,0.837642685,1.118155755,0.992454712,1.475114622,0.968455598,1.250416505,NA
"AT2G41640",2.301599534,4.462179693,2.768403917,3.632769186,2.891006216,4.634736087,6.081294274,2.801004066,6.288311585,5.576990493,2.403280255,6.156864193,1.683622482,2.716798737,2.839235341,2.435144101,2.695414537,3.387147386,4.442622585,1.647960168,1.279672566,0.885443051,0.833658835,0.999591484,4.672405994,2.797351202,4.959974201,4.143243799,8.015595056,2.144399299,4.953081842,NA
"AT2G47610",31.25936921,21.17041849,29.09808018,13.46106243,27.89427609,19.07682037,26.0190674,14.63868202,13.18182156,14.51627348,14.9862627,14.37826363,23.20825664,18.33912575,27.79218751,29.17617764,32.14552182,22.05486308,11.99659032,21.40211829,21.41519058,28.27212944,4.322297032,18.00320569,12.60361198,9.04780256,16.71403288,12.78848247,7.120545337,20.37129332,12.99488793,NA
"AT2G47420",4.218787061,1.677504702,3.112353483,1.292354052,2.644236418,1.518759392,2.223314693,1.515517199,1.375970608,1.747163668,1.787360819,1.613047145,2.557372718,2.679194603,2.285734026,1.940344153,2.961347551,1.955510373,2.04671005,1.734316042,1.92654139,4.322469242,1.017745034,2.422251889,1.859023444,1.597568476,2.122652188,1.859748036,2.679607967,1.997827817,2.306018827,NA
"AT2G47580",6.096459694,3.776817492,5.185590648,2.63971536,5.577453722,3.703059732,5.11738918,2.586574502,2.140999066,2.366745061,2.695173471,2.220134064,2.635759795,2.691854593,3.373943827,3.020238389,4.578216394,2.523376697,2.039356964,2.687472747,2.86517344,4.39403325,2.065761502,3.108322731,1.973666475,2.37144188,2.799454578,2.381520978,1.568323736,2.608397671,2.214398259,NA
"AT2G47460",1.60303529,1.918186414,1.569279318,1.017492927,3.880776272,2.793115125,1.850045633,1.013598405,5.615275601,3.542674523,2.830353171,4.228372325,1.338027783,0.986312422,1.125342668,1.046798614,1.104756967,1.224472423,2.243627755,0.844778381,1.100858188,2.777524252,0.767325965,1.548569468,1.177325421,0.696173087,1.351949342,1.075149283,3.30786025,1.749486113,2.704393663,NA
"AT2G47600",1.925262688,2.425803316,2.767198915,3.39556513,2.892589797,4.204196651,3.927822719,3.227817351,9.804400631,5.54912869,4.033623823,11.73277279,2.844221658,4.088045519,2.579086981,2.134990743,3.603847988,1.998422211,4.190731371,1.608025796,1.265162611,2.409821356,1.085825845,1.586936604,2.386006486,1.322633276,3.034163202,2.247600988,7.176758581,1.253806075,3.899056624,NA
"AT2G45320",1.329172078,1.005074935,1.217115919,0.977164928,1.0968212,1.025395224,1.085164678,1.02001885,1.706862044,1.380622895,1.291785344,1.569700864,1.47733876,1.909612731,1.094603701,1.002130267,1.326469856,0.95521098,1.542287281,1.025548341,1.109412739,3.510853382,2.276474952,2.298913691,1.514776604,1.577968527,1.412727254,1.501824128,1.685488022,0.98888924,1.364438276,NA
"AT2G45310",1.199294838,2.645841996,1.124236232,1.161514511,1.230713542,1.562435436,1.24901578,1.202041542,1.89924756,1.540364953,1.440802277,1.662498998,1.491964882,1.906767429,1.504110291,1.601509111,1.607152938,1.303668823,1.094449038,1.081251968,1.08103329,3.119568809,2.135813723,2.112138607,4.455316803,5.257895636,1.026303733,3.579838724,0.921743901,1.313175667,1.233189628,NA
"AT2G45430",7.384635666,4.196591669,4.333257986,2.655534438,3.797966119,3.55216452,4.999439172,3.535742219,4.13111977,4.080974072,2.606731698,4.248688836,6.201403478,3.37607476,4.258056412,3.311414615,6.309204139,3.153550482,2.707456755,3.37267681,3.259487134,11.85204787,4.919990857,6.677175286,3.222577977,1.641143222,3.609518815,2.824413338,2.219384967,1.91346158,2.089299812,NA
"AT2G45400",2.538313311,3.482267196,1.730703882,3.775025073,2.002493013,4.527037138,2.51806199,3.003751904,10.48382953,6.164452693,4.888184909,13.03870142,2.128807758,4.349227127,7.377566312,5.082417604,6.828342345,10.22193899,21.76921811,2.866424921,1.187851283,0.495756334,0.698717953,0.794108523,3.666266131,1.222825064,2.965194697,2.618095297,1.636266287,3.190698788,3.940231807,NA
"AT2G45240",3.312210562,2.30118898,3.477625494,2.42369321,3.602980003,2.93952312,3.393806032,2.30234989,3.204779961,2.741617027,2.347872401,3.6616153,8.086544471,5.310591005,3.570718284,3.441391888,4.990017852,2.280745111,4.437938096,2.304772031,2.2233521,8.013661338,1.228775166,3.821929535,2.749041379,2.49500195,3.134783423,2.792942251,2.740930665,3.285531132,2.994086598,NA
"AT2G45440",3.317316845,2.315348208,2.519746156,1.432556134,2.944908974,2.004024538,2.717479121,1.692178009,1.183612785,1.446588299,1.846344729,1.463393958,4.601215013,2.043679712,2.879197623,2.402132928,4.237189479,1.998270463,2.171744607,1.806380708,1.321170207,3.196027405,0.676836797,1.731344803,0.852751736,0.906130975,1.168894666,0.975925792,1.81659073,1.75276455,1.805067865,NA
"AT2G45200",3.390864657,3.641540141,3.615070415,2.950205818,2.515939878,2.802354119,2.73882798,2.29072539,4.121825559,3.485284298,4.320143844,2.657465644,2.919314684,3.700898798,3.844112054,3.777432617,4.606170368,3.148733176,4.890937795,2.61415532,2.954526944,8.168943822,7.071628842,6.065033203,3.650678212,4.667767405,2.878008737,3.732151451,2.196924803,2.674356148,2.847194873,NA
"AT2G47590",1.482200489,1.176973905,1.641854189,1.010557059,1.516287937,1.166702297,1.335661454,0.964851728,0.929501385,1.006066287,1.030351532,0.791666746,1.418541869,1.353375564,1.289054326,1.386746322,1.371655322,1.108761333,1.234271499,1.124095754,1.068150305,1.63203465,0.741131711,1.147105555,0.937905158,1.003980825,1.157239304,1.033041763,1.061498292,1.131910923,1.254286162,NA
"AT2G47490",2.303185903,2.884943481,2.589900752,2.376590444,2.323884892,2.488964005,2.702727191,2.015281065,2.840686982,2.495344032,2.720055829,2.394938551,1.734060226,2.228416935,2.447316379,2.060494102,3.282882053,1.998572982,3.685545429,1.715870549,1.285587093,2.039661515,1.809494197,1.711580935,1.791424493,1.532092058,1.932932222,1.752149591,2.174498751,1.771927904,2.179158919,NA
"AT5G12470",12.67561414,6.349441171,10.50016987,6.087837955,9.446336518,7.260749971,9.350668233,5.388889248,9.737761116,6.711028923,5.269091191,9.453719869,14.49334776,8.041851689,6.975749561,6.521971174,9.328375123,5.076902385,5.10179438,4.783044368,3.371247075,10.86726211,1.634069115,5.290859434,5.944896746,2.676285012,6.578403249,5.066528336,3.643250022,5.428127256,5.003338076,NA
"AT5G12480",1.591978428,1.362319407,1.367209058,1.031738802,1.53313951,1.425108826,1.431642921,1.137968056,1.35194028,1.265012787,1.683832363,1.530048382,1.317981187,1.684669546,1.736231828,1.417294301,2.10805285,1.683348332,1.56690411,0.994635805,1.005119317,2.206283752,1.117331738,1.442911602,0.950161613,0.842110244,1.104220395,0.965497417,1.07215304,0.943502065,1.056049969,NA
"AT2G33210",8.287981598,6.783644254,7.899893594,3.939029484,10.17887574,6.464793863,8.48126747,3.342427747,3.778764593,4.442539431,5.899425909,2.869711636,7.432836989,6.663612334,8.931895307,8.048910535,13.67060409,5.076171296,4.375801909,5.38847839,5.187747721,13.87051189,1.157553495,6.738604368,3.529744351,2.521937383,5.873115237,3.974932324,2.022141508,5.912665542,4.346994133,NA
"AT2G33150",10.7336891,9.543154905,12.52054144,10.25886747,10.73279315,13.27554367,13.56182259,10.52751614,19.78379568,13.71537022,11.90239953,23.00914565,9.089861521,11.02912153,11.09423698,9.585012115,13.2822409,10.41545792,20.58226772,6.709145585,4.680098517,13.79396999,26.62798123,15.03401658,9.263792315,5.460538388,10.61234968,8.445560127,10.39569655,7.139437755,11.06267118,NA
"AT2G33220",4.716117765,2.028262863,5.209676738,1.969515401,3.994866382,4.196381947,5.402657034,1.729379515,6.112450202,4.48347947,4.102359058,5.883155701,5.152147159,3.48159826,3.793500641,4.167493383,6.051708902,1.161299638,4.850227943,3.052519845,1.086537668,6.784423972,4.83174551,4.234235717,5.361121677,3.838730125,6.28325058,5.161034127,4.639950872,1.134303257,2.46066111,NA
"AT2G47470",15.13188478,17.64470799,17.05993328,13.37117969,15.50280313,14.27988738,15.81772359,10.04728205,14.67632085,14.67629783,16.0021205,11.25447699,16.02769627,12.51356568,19.60501643,18.97841215,23.34376901,16.49286813,26.68930365,13.59376645,13.57898253,29.99104432,37.57223093,27.04741926,16.25981055,14.65932067,12.1324527,14.35052797,8.74990732,19.03677188,14.56582163,NA
"AT2G47440",2.687896273,2.570575136,1.933011386,2.373613416,1.876392136,2.315145445,2.656631455,2.223134276,2.204342335,1.678792503,1.453184811,1.574323846,2.135684896,1.924620899,2.757808933,1.419079843,5.113731191,1.740615764,3.450871524,1.643247337,1.63402208,2.424568773,3.905488626,2.65469316,7.218270844,8.57213773,1.801334983,5.863914519,1.434085055,1.434329861,1.345313488,NA
"AT5G12410",6.38017451,2.483612234,4.869312745,1.913165712,4.090198645,2.52806686,4.013769139,2.420651355,2.168394635,2.135524115,2.003897898,2.377793517,5.460676131,3.725906792,3.178304975,3.036871531,4.443532196,2.054511198,2.057865323,2.20739368,2.313771602,6.992291367,0.892537948,3.399533639,2.493629485,2.078973141,3.12301847,2.565207032,2.322754105,2.582608649,2.774931467,NA
"AT1G67760",0.889334753,1.030475884,1.286788867,0.812914955,1.27625771,0.951726596,0.875303558,0.798451601,0.723949132,0.954950252,1.163175917,0.571968118,0.936370821,0.815612347,1.286828085,1.313904756,1.451930816,1.094648682,0.717266011,1.402673466,0.971553913,0.858600197,0.890668331,0.906940814,0.766674206,1.010093656,0.770846024,0.849204629,0.704207056,0.865680364,0.782158082,NA
"AT1G67810",1.574058104,1.25497186,1.809637598,1.362431599,1.581261189,1.768708051,1.785170709,1.750317683,1.963219836,2.779835713,1.403284777,2.468011383,1.550777492,5.210859867,1.618265342,1.806075114,1.01660732,2.032113593,0.672789655,1.479844064,1.674714503,0.78791406,0.716412212,1.059680258,3.278248116,1.850083471,3.218762602,2.78236473,7.43343641,2.633607446,5.058624962,NA
"AT1G67750",2.050568373,2.254368776,2.0295886,1.98448201,2.445368469,2.338794325,1.977704046,1.844979795,3.028471348,2.020240457,1.568193213,1.660572928,1.657611131,1.236981665,2.869317196,2.660388136,3.435121927,2.512441524,0.872484898,1.384468394,0.871640517,0.664230701,0.69644572,0.744105646,1.318166154,0.768548977,1.050422637,1.045712589,0.704158074,0.853533599,0.838555368,NA
"AT1G67730",8.374792556,9.656575496,8.289738898,6.501163175,8.214963383,7.379791165,8.325147871,5.033624261,9.055504592,8.382213326,8.89801844,6.831683299,10.92077277,5.623833937,9.715089251,7.794296992,13.89613108,7.454839683,7.492319542,6.903746425,4.451238418,13.82847501,9.488419342,9.256044255,5.701251604,5.769795076,5.852494662,5.774513781,4.09583946,4.461545903,4.665810293,NA
